Year;Date Of Incident;Route;Operator;Group Name;Borough;Injury Result Description;Incident Event Type;Victim Category;Victims Sex;Victims Age
2015;01/09/2015;190;Metroline;Metroline;Hounslow;Injuries treated on scene;Onboard Injuries;Operational Staff;Unknown;Unknown
2015;01/09/2015;191;London General;Go-Ahead;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;191;London General;Go-Ahead;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;191;London General;Go-Ahead;Enfield;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;194;Arriva London South;Arriva London;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;196;London General;Go-Ahead;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Adult
2015;01/09/2015;196;London General;Go-Ahead;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Adult
2015;01/09/2015;197;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;197;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;197;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;198;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;199;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;202;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;202;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/09/2015;203;London United;London United;Hounslow;Injuries treated on scene;Collision Incident;Pedestrian;Female;Adult
2015;01/09/2015;203;London United;London United;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;204;Metroline;Metroline;Brent;Injuries treated on scene;Assault;Passenger;Male;Youth
2015;01/09/2015;207;Metroline West;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;208;Selkent;Stagecoach;Bromley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;209;Metroline;Metroline;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;211;Abellio London;Abellio;Kensington & Chelsea;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;214;Metroline;Metroline;Camden;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2015;01/09/2015;214;Metroline;Metroline;Camden;Injuries treated on scene;Collision Incident;Pedestrian;Male;Unknown
2015;01/09/2015;217;Metroline;Metroline;Haringey;Injuries treated on scene;Safety Critical Failure;Passenger;Female;Adult
2015;01/09/2015;217;Metroline;Metroline;Haringey;Injuries treated on scene;Safety Critical Failure;Passenger;Female;Adult
2015;01/09/2015;217;Metroline;Metroline;Haringey;Injuries treated on scene;Safety Critical Failure;Passenger;Female;Child
2015;01/09/2015;217;Metroline;Metroline;Haringey;Injuries treated on scene;Safety Critical Failure;Passenger;Male;Child
2015;01/09/2015;217;Metroline;Metroline;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Assault;Passenger;Female;Youth
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Assault;Passenger;Female;Youth
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Assault;Passenger;Female;Youth
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Female;Adult
2015;01/09/2015;220;London United;London United;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;220;London United;London United;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;221;Arriva London North;Arriva London;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;221;Arriva London North;Arriva London;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;222;London United;London United;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;227;Selkent;Stagecoach;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;227;Selkent;Stagecoach;Bromley;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;234;Metroline;Metroline;Haringey;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;235;Abellio West;Abellio;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;240;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;242;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;243;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;244;London General;Go-Ahead;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;245;Metroline West;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;245;Metroline West;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/09/2015;247;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;249;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;250;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;250;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/09/2015;250;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;251;London Sovereign;London United;Barnet;Reported Minor Injury - Treated at Hospital;Collision Incident;Passenger;Female;Elderly
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Collision Incident;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Bus Driver;Male;Adult
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Islington;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;254;Arriva London North;Arriva London;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;255;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;257;London General;Go-Ahead;Newham;Injuries treated on scene;Vandalism Hooliganism;Passenger;Female;Adult
2015;01/09/2015;257;London General;Go-Ahead;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;257;London General;Go-Ahead;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;258;Arriva The Shires;Arriva The Shires;None London Borough;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;259;London General;Go-Ahead;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;259;London General;Go-Ahead;Haringey;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;259;London General;Go-Ahead;Haringey;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;259;London General;Go-Ahead;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;259;London General;Go-Ahead;Islington;Reported Minor Injury - Treated at Hospital;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/09/2015;260;Metroline;Metroline;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;260;Metroline;Metroline;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;263;Metroline;Metroline;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;263;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;263;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;263;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Male;Youth
2015;01/09/2015;264;Arriva London South;Arriva London;Wandsworth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;264;Arriva London South;Arriva London;Wandsworth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;266;Tower Transit;Tower Transit;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/09/2015;267;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;268;Arriva The Shires;Arriva The Shires;Camden;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;275;East London;Stagecoach;Waltham Forest;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;277;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Pedestrian;Male;Adult
2015;01/09/2015;279;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;279;Arriva London North;Arriva London;Enfield;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;279;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;279;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;279;Arriva London North;Arriva London;Haringey;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;281;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;281;London United;London United;Richmond Upon Thames;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2015;01/09/2015;283;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;284;Metrobus;Go-Ahead;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;285;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;285;London United;London United;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/09/2015;287;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;288;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;288;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;296;East London;Stagecoach;Havering;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;296;East London;Stagecoach;Havering;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;296;East London;Stagecoach;Havering;Injuries treated on scene;Collision Incident;Passenger;Female;Child
2015;01/09/2015;296;East London;Stagecoach;Havering;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;297;Metroline;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Pedestrian;Female;Elderly
2015;01/09/2015;302;Metroline;Metroline;Brent;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Motorcyclist;Male;Adult
2015;01/09/2015;303;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;303;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Collision Incident;Passenger;Female;Child
2015;01/09/2015;303;Arriva The Shires;Arriva The Shires;Barnet;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;307;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;307;Arriva London North;Arriva London;Enfield;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;313;Arriva London North;Arriva London;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;318;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;319;Arriva London South;Arriva London;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;319;Arriva London South;Arriva London;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;321;London Central;Go-Ahead;Greenwich;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;322;London General;Go-Ahead;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Bus Driver;Female;Adult
2015;01/09/2015;325;Arriva London North;Arriva London;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;325;Arriva London North;Arriva London;Newham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;326;London Sovereign;London United;Barnet;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2015;01/09/2015;329;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;332;Metroline;Metroline;Brent;Reported Minor Injury - Treated at Hospital;Collision Incident;Bus Driver;Male;Adult
2015;01/09/2015;333;London General;Go-Ahead;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Pedestrian;Male;Unknown
2015;01/09/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;340;Arriva The Shires;Arriva The Shires;Harrow;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2015;01/09/2015;341;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;341;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;341;Arriva London North;Arriva London;Islington;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;343;Abellio London;Abellio;Southwark;Injuries treated on scene;Collision Incident;Cyclist;Male;Adult
2015;01/09/2015;343;Abellio London;Abellio;Southwark;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Female;Unknown
2015;01/09/2015;343;Abellio London;Abellio;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Assault;Bus Driver;Male;Adult
2015;01/09/2015;345;London Central;Go-Ahead;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;349;Arriva London North;Arriva London;Enfield;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;349;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;352;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;352;Metrobus;Go-Ahead;Bromley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Male;Elderly
2015;01/09/2015;354;Selkent;Stagecoach;Bromley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Bus Driver;Male;Adult
2015;01/09/2015;355;London Central;Go-Ahead;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;358;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;358;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;359;Metrobus;Go-Ahead;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Elderly
2015;01/09/2015;363;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;365;East London;Stagecoach;Havering;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;365;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/09/2015;365;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/09/2015;365;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;365;East London;Stagecoach;Havering;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;366;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;366;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Youth
2015;01/09/2015;366;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Male;Child
2015;01/09/2015;370;Arriva Kent Thameside;Arriva Kent Thameside;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;376;Blue Triangle Buses;Go-Ahead;Newham;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Unknown
2015;01/09/2015;381;Abellio London;Abellio;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;388;C T Plus;CT Plus;Newham;Injuries treated on scene;Collision Incident;Pedestrian;Female;Adult
2015;01/09/2015;390;Metroline;Metroline;Camden;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;390;Metroline;Metroline;Islington;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Conductor;Male;Adult
2015;01/09/2015;393;Arriva London North;Arriva London;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;396;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;397;Arriva London North;Arriva London;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;401;London Central;Go-Ahead;Bexley;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2015;01/09/2015;403;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;403;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;405;Metrobus;Go-Ahead;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;410;Arriva London South;Arriva London;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;412;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;412;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;417;Arriva London South;Arriva London;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;418;H R Richmond;Quality Line;None London Borough;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;422;London Central;Go-Ahead;Greenwich;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;422;London Central;Go-Ahead;Greenwich;Injuries treated on scene;Collision Incident;Passenger;Male;Adult
2015;01/09/2015;427;Metroline West;Metroline;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;427;Metroline West;Metroline;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/09/2015;436;London Central;Go-Ahead;Westminster;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;450;Arriva London South;Arriva London;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;450;Arriva London South;Arriva London;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;460;Metroline;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/09/2015;466;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;466;Arriva London South;Arriva London;Croydon;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;466;Arriva London South;Arriva London;Croydon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;468;London Central;Go-Ahead;Southwark;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;472;Selkent;Stagecoach;Greenwich;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;474;Docklands Buses;Go-Ahead;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;474;Docklands Buses;Go-Ahead;Newham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;474;Docklands Buses;Go-Ahead;Newham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Child
2015;01/09/2015;482;Metroline West;Metroline;Ealing;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Male;Adult
2015;01/09/2015;484;Abellio London;Abellio;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;486;London Central;Go-Ahead;Bexley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;491;London General;Go-Ahead;Enfield;Injuries treated on scene;Vandalism Hooliganism;Passenger;Female;Adult
2015;01/09/2015;491;London General;Go-Ahead;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;499;East London;Stagecoach;Havering;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/09/2015;521;London General;Go-Ahead;City of London;Injuries treated on scene;Collision Incident;Passenger;Female;Unknown
2015;01/09/2015;541;Blue Triangle Buses;Go-Ahead;Newham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;697;London United;London United;Hillingdon;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;B14;Metrobus;Go-Ahead;Bexley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;C11;Metroline;Metroline;Camden;Taken to Hospital – Reported Serious Injury or Severity Unknown;Assault;Passenger;Male;Adult
2015;01/09/2015;D6;Docklands Buses;Go-Ahead;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/09/2015;D7;Docklands Buses;Go-Ahead;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;E11;London United;London United;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/09/2015;E2;Metroline;Metroline;Ealing;Injuries treated on scene;Safety Critical Failure;Bus Driver;Male;Adult
2015;01/09/2015;E3;London United;London United;Ealing;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;E3;London United;London United;Ealing;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;E8;Metroline;Metroline;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;E9;Metroline West;Metroline;Ealing;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Youth
2015;01/09/2015;H10;London Sovereign;London United;Harrow;Injuries treated on scene;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;H11;London Sovereign;London United;Harrow;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2015;01/09/2015;H12;Metroline;Metroline;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;H14;London Sovereign;London United;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/09/2015;H25;Abellio West;Abellio;Hounslow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/09/2015;H37;London United;London United;Richmond Upon Thames;Injuries treated on scene;Collision Incident;Pedestrian;Female;Adult
2015;01/09/2015;H9;London Sovereign;London United;Harrow;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
